Subject,Having_IP,Having_At_Symbol,Prefix_Suffix,URL_Length_Long,HTTPS_Token_in_URL,Suspicious_TLD,Shortening_Service,Contains_Password_Field,Domain_Old(>12mo),Alexa_Popular,label
Re: [Python-3000] Is this a bug ?,1,1,0,0,0,1,1,1,1,1,1
Make sure it works,0,0,0,0,0,1,1,0,1,1,1
CNN Alerts: My Custom Alert - Please verify,0,0,1,1,0,0,1,1,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,1,0,1,1,0
[UAI] ICAPS 2007: CALL FOR SYSTEM DEMONSTRATIONS,0,0,1,0,0,0,1,0,1,1,1
"[UAI] Call for Papers: The 2008 International Conference on Image Processing, Computer Vision, and Pattern Recognition (IPCV'08), USA, July 2008",1,1,1,0,0,0,0,0,1,1,1
More sperm means  longer orgasms.,0,1,0,0,1,1,0,0,1,1,1
Sublime measurement can be achieved fast,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10 - Urgent,0,0,0,1,0,0,1,0,1,1,1
Re: [Python-3000] problems with the 3to2 converter,0,0,1,0,0,0,0,0,1,1,1
Re: how to round off a decimal to the next whole number,0,0,0,0,0,0,0,0,1,1,1
Replica for you,0,1,1,1,0,0,0,0,1,1,1
Re: [opensuse]  Unstable system - who is the culprit?,1,1,0,0,0,0,0,0,1,1,1
Unified communications: Build the right foundation,0,0,1,0,0,0,0,0,1,0,1
Ever heard of 4 inches enhancing or 2 weeks?,0,0,0,0,0,0,0,0,1,1,0
[Python-3000] Dict literal bytecode,0,0,0,0,0,0,0,0,1,1,0
Full video without cowards Clara Morgane - Urgent,1,0,0,0,1,1,0,0,1,0,1
"[Python-Dev] Could someone please review patch 799428: fix Tkinter	tk_focusNext?",0,0,0,0,0,0,1,0,1,1,1
"Many do not trust, but it is real anr yet ivchlj",0,0,0,0,0,0,0,1,1,1,1
Herzlich Willkommen!,1,0,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
svn commit: r581644 - in /spamassassin/trunk: lib/Mail/SpamAssassin/Plugin/BodyRuleBaseExtractor.pm sa-compile.raw,0,0,1,0,1,0,0,0,1,1,1
Re: Email Chris,1,0,0,0,0,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] [Python-3000] the release gods are angry at python,0,0,0,0,1,0,0,0,1,1,1
Re: [ILUG] iSCSI & Shared Storage Question,0,1,1,1,0,0,1,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
[UAI] Workshop on Imperfect Knowledge Modelings - 1st CfP - Action needed,0,0,0,1,1,0,0,0,1,1,1
Google Alert - spam OR phishing,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] A new member for contextlib?,0,1,1,0,1,0,0,0,1,1,1
[ie-rant] pubs.,1,0,0,0,0,0,0,0,1,1,1
Elegant accessories for sale,0,0,0,0,0,0,0,0,1,1,0
Re:,0,0,0,0,0,1,1,1,1,1,1
Re: access table and unverified hostnames,0,0,0,0,1,0,1,0,1,1,1
Choose Your Direction for RIAs at AJAXWorld 2008 East,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] Installing Python 2.6 alpha1 on Windows XP,0,0,0,1,1,1,0,1,1,1,1
Vi dient zur Behandlung bei E-problemen .. - Action needed,1,1,0,1,0,0,0,0,1,1,1
I want sale you rolex . Do you want one? ,0,0,0,0,0,0,0,0,1,1,1
Re: Time to make multi.uribl.org optional rather than default?,1,0,0,0,0,0,0,1,1,1,1
Which Ones Really Work? We List The Top Penis Enlargement Products! - Action needed,0,0,1,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
[UAI] DEADLINE EXTENDED: Mastering the Gap 2007,0,1,0,0,1,0,0,0,1,0,1
Re: [perl #57636] [TODO][PDD19] Document the reason for :unique_reg flag,0,0,0,0,0,0,0,0,1,1,0
"All your questions concerning installation will be replied quickly. Highly professional customer service! If your software does not run, we'll refund you money.",0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] PEP 8: Discourage named lambdas? - Important,0,0,1,0,0,0,0,0,1,1,1
[duodenalswitch] Digest Number 13726,0,1,0,1,0,0,0,0,1,1,1
Highly secure 256bit order processing,0,0,0,1,0,1,0,0,1,1,1
Re: [R] Iterating Named List,0,0,0,0,0,0,1,0,1,1,1
High prices don't mean high quality.  Purchase high quality medications at low cost in Canada.,0,0,0,1,0,0,1,1,1,1,1
SQLObject 0.9.6,0,0,1,1,0,0,1,0,1,1,1
Be the only supermacho in the city.,0,1,1,0,0,0,0,1,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,1,0,1,1,1
Username Obfuscation,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] [Python-3000]  Python source code on Bazaar vcs,1,0,0,0,0,0,0,1,1,1,1
Re: [SM-DEVEL] Username in page header,0,1,0,0,1,0,0,0,1,1,1
CNN.com Daily Top 10 - Urgent,1,0,1,0,0,0,0,1,1,1,1
From Jack Abel,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] the release gods are angry at python,1,0,0,0,0,0,0,0,1,1,1
Thin - Please verify,0,0,1,1,0,0,0,0,1,1,1
[ie-rant] Re: Name that tune... - Action needed,1,0,0,1,1,0,0,1,1,1,1
save 90% on watches! visit replica store,0,1,1,1,0,1,1,0,1,1,1
CNN.com Daily Top 10,1,1,0,0,0,0,0,0,1,1,1
Re: Simple mailing list,0,0,0,0,0,0,0,0,1,1,0
How to make her your slave,0,0,0,0,0,0,0,0,1,1,0
Re: Very Penis Extended Long 481442ad8160476f02d7901bf11135a0,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert - Important,0,1,0,0,0,0,0,1,1,1,1
Re: [opensuse] Missing xenpae.gz,1,0,0,1,0,0,1,1,1,1,1
from Leonard Mendoza,0,0,0,0,0,0,1,1,1,1,1
make your intimate life more pleasant,0,0,0,0,0,0,0,0,0,1,0
Re: [Python-Dev] Module properties for C modules,1,0,0,1,0,0,1,1,1,1,1
CNN.com Daily Top 10,0,0,0,1,0,0,0,0,1,1,0
Feel more of her excitement,1,1,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,1,1,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,1,0,0,1,1,1
Become an unexcelled lover,1,0,1,0,1,1,1,1,1,1,1
[UAI] Passing of Henry Kyburg,1,0,0,0,1,0,0,0,1,1,0
Luxurious costume replica watches at ...   ,1,0,1,1,1,0,0,1,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
RE: Postfix and Log on mysql - Action needed,0,0,0,0,0,0,0,0,1,0,1
Re: Mail attachements truncated,0,0,0,1,0,0,0,0,1,1,0
Strength and largeness for you,0,0,0,0,1,1,1,0,1,1,1
Blue borders,0,0,0,1,0,0,0,0,1,1,0
Girls this hot are sweet,0,0,0,0,0,0,0,0,1,0,0
 and worked there to the end of his life.""\\n,0,1,0,1,0,0,0,1,1,1,1
G-spot location techniques for men,0,0,0,0,0,0,0,0,1,1,0
Most Popular Watches of All Trademarks   ,0,1,0,1,0,0,0,0,1,1,1
CNN.com Daily Top 10,1,0,0,1,1,0,1,0,1,1,1
"Re: [python-win32]	Max parameters in method of	IConnectionPoint	interface?",1,0,1,0,0,0,1,1,1,1,1
This Week: Is i5/OS V6R1 in your System i shop's future? Poll results,1,1,0,1,1,1,0,0,1,1,1
Your honesty will be appreciated and ED cured.,0,0,1,0,0,0,0,0,1,1,1
Re:,0,0,0,1,1,0,0,1,1,1,1
We have thousands  of happy customers. ,0,0,0,0,0,0,0,0,1,1,0
Be Healthy with Online DrugStore,0,0,1,0,1,1,0,0,1,1,1
fashionable replica watches   ,0,0,0,0,0,1,0,1,1,1,1
Send him male enhancing products - Action needed,0,0,0,0,0,0,0,0,0,1,1
Re: [opensuse] Unstable system - who is the culprit?,1,0,1,0,1,1,0,1,0,1,1
*3 FREE Bottles Of VPXL !! ,0,1,0,0,0,0,0,0,1,1,1
Buy  your medications at the best possible prices.,1,0,0,0,1,1,1,0,1,1,1
CNN Alerts: My Custom Alert,0,0,1,0,0,0,0,0,1,1,1
helpful for your health.,0,0,0,0,0,0,0,1,1,1,1
[SM-USERS] strange problem with SM,0,0,0,0,0,0,0,0,1,1,0
Re: No scoring because of not beeing tested ?,0,0,1,0,0,0,1,1,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,1,0,0,0,0,1,1,1
[Bug 5683] Can't use string ("1") as a HASH ref while "strict refs" in use at hit-frequencies line 339 - Action needed,0,0,0,1,0,0,0,0,1,1,1
Re: [Python-3000] [OT] sizeof(size_t) < sizeof(long),0,0,1,0,0,0,0,1,1,1,1
"Re: [Python-3000] Implementing % formatting in terms of	str.format() - Urgent",0,0,0,0,0,0,0,0,1,0,1
New Products from Macpower!,0,0,1,0,1,0,0,1,1,1,1
Sublime measurement can be achieved fast,0,0,0,0,0,0,0,0,1,1,0
Huge love luger is attainable,0,0,0,0,0,0,0,0,1,1,0
[Ip-health] WSJ: Generics Fuel AIDS Program,0,0,0,0,0,0,0,0,1,1,0
Gallery dvd Beyonce,0,0,0,0,0,0,0,0,1,1,0
Unofficial Perl binary packages,0,0,0,0,0,0,0,0,1,1,0
Relax. Take a Deep Breath We have the answers you seek.,0,0,0,0,0,0,0,1,1,1,1
Looking for really effective non-surgery penis enlargement method? myxllx zv rdrzr,1,1,0,0,1,1,0,0,1,1,1
CNN.com Daily Top 10,0,0,1,0,0,0,0,0,1,1,0
Re: [Buildbot-devel] errors after upgrading 0.7.4 -> 0.7.6,0,0,0,0,0,0,0,0,1,1,0
Re: perl5.005_05-MAINT20070902,0,0,0,0,0,0,0,0,1,1,0
Generate the best love results here,0,0,0,0,0,1,0,0,1,1,0
Re: [opensuse] HP Printer C4380,0,1,0,0,1,0,0,0,1,1,1
[python-win32] windows webdav mount,1,0,1,1,0,0,1,1,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
[patch@32376] VMS symbolic links part 4 of 4 - Final part,0,0,0,0,0,0,0,0,1,1,0
"[Perl Jobs] Perl/Mason Web Developer (onsite), United States, NY, New York",0,0,0,0,0,1,0,0,1,1,0
CNN.com Daily Top 10,1,0,0,0,0,1,0,0,1,1,1
"Buy a piece of outerwear, take an additional 50% off any item in Clearance.",0,0,0,0,0,1,0,0,1,1,1
[PownceAPI] Re: OAuth Bug in Pownce API - Action needed,1,0,1,0,1,1,1,0,1,1,1
Version 2.0 of mod_wsgi is now available.,0,1,0,0,0,1,0,0,1,1,1
"[Python-3000] r62195 - in python/trunk:	Doc/c-api/file.rst	Include/fileobject.h Lib/test/test_file.py	Misc/NEWS Objects/fileobject.c",0,0,0,0,1,0,0,1,1,1,1
From Dante Putnam,0,0,0,0,0,0,0,0,1,1,0
59 new messages in 14 topics - abridged,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
"Re: [R] Attempting to make a custom color spectrum to use in 	heatmap.2",0,0,0,0,0,0,0,0,1,1,0
Become more attractive to ladies!,1,0,1,0,0,1,0,0,1,1,1
How To Enlarge Penis Size - Important,0,0,0,0,0,0,0,0,0,1,0
How to deal with a reference to a function in an extension.,0,0,1,1,0,1,1,1,1,1,1
[Python-3000] Strategy for porting to 3.0?,0,0,0,0,0,0,0,0,1,1,0
HealthNewProductsAvailable,0,0,0,0,0,0,0,0,1,1,0
[opensuse] Does anyone know how to change KDE3KMix to KDE4KMix?,0,0,0,0,0,0,0,0,1,1,0
[perl #46567] tell may return value from closed filehandle ,0,0,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,1,0,0,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Re:,0,1,1,1,0,1,0,0,0,1,1
Re: [opensuse] Firefox Java Plugin,0,0,0,0,0,0,0,0,1,1,0
re: shop + compare for the lowest price possible for any product,0,0,0,0,0,0,0,0,1,1,0
Re: your resume,1,0,1,0,1,0,0,1,1,1,1
Re: [Python-Dev] Compiler used to build Python for Windows,0,0,0,0,0,0,0,1,1,1,1
our sexual life maybe incredible and exciting,0,0,0,0,0,0,0,0,1,1,0
Re: policy server causing CLOSE_WAIT,0,1,1,0,0,0,0,0,1,1,1
Someone Made you a card - Important,0,0,0,0,0,0,0,0,1,1,0
PhentrimineHealthyLifeMoneybackPolicy,0,1,0,0,0,0,1,1,1,1,1
Re: [opensuse] Require help & guidance on displaying for presentation,0,0,1,1,0,0,0,1,1,1,1
August playboy centrefold,0,0,1,1,1,1,0,0,1,1,1
Re: [Python-Dev] very bad network performance - Please verify,1,0,0,0,0,1,0,0,1,1,1
"Re: [ydn-delicious] Instead of 503, repeating API /posts/all gives 200 but no posts.  Eeek!",0,0,0,0,0,0,0,0,1,1,0
From Ivan Hines,0,0,0,0,0,0,0,0,1,1,0
Recommended plastic surgery for men,1,0,0,0,0,0,1,0,1,1,1
 can supply powerful tools to crack them. As computer hardware and software become ever more sophisticated,0,0,0,0,0,0,0,0,1,0,0
Bomb her womb from your huge cannon!,0,0,0,0,0,0,0,0,1,1,0
Re:,0,1,1,1,1,1,0,1,1,1,1
Doctor Approved And Recommended.,1,1,0,1,1,1,0,0,1,1,1
"Make the Impossible, Possible. Enlarge your Penis by 3"" in Weeks!",0,0,1,1,0,1,0,0,1,0,1
Re: [Python-3000] Using range(),0,0,0,1,0,0,0,0,1,1,0
Re: [Py2exe-users] Adding modules from another project,0,0,0,1,0,1,0,0,1,1,1
Save on quality software!,0,0,0,0,1,1,0,1,1,1,1
Guaranteed,0,0,1,0,0,0,0,0,1,1,0
QUESTION: Alt-value,0,0,0,0,0,0,0,0,1,1,0
Choice IWC replica watches at Replica ...   ,0,0,0,0,0,0,0,1,1,1,0
StubHub Ticket Update - - Nationwide,1,1,0,0,0,0,0,0,1,1,1
Purchase popular impotency treatment drugs in Canada  for the best Net prices.,0,0,0,1,0,0,0,1,1,1,0
The jet set,0,0,0,1,0,0,0,0,0,1,1
CNN Alerts: My Custom Alert,0,0,1,0,1,1,0,0,1,1,1
Re: [opensuse]  Unstable system - who is the culprit?,0,0,0,0,0,0,0,0,1,1,0
mpeg4 New for da1482440eb4bea7f128010f467699b9 ,0,1,0,0,0,0,1,1,1,1,1
Re: High concurrency smtpd issues,1,1,0,0,1,1,1,0,1,1,1
"Wekalist Digest, Vol 60, Issue 14",0,0,0,0,0,0,0,0,1,1,0
Find out how to absolutely satisfy your girlfriend  - Action needed,0,0,0,1,0,0,0,1,1,1,1
I'm a Woman 38 - Important,0,0,0,0,0,0,0,0,1,1,0
Be the greatest lover in bed,0,0,0,0,0,0,0,0,1,1,0
Re: SV: [opensuse] Migrate from 32bit to 64bit?,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,1,0,0,0,0,0,1,1,0
Penis Enlargement Is Possible ! Learn How and What Products Work - Important,0,0,0,1,0,0,0,0,1,1,0
What to look for when purchasing a replica watch,0,0,0,0,0,0,0,0,1,1,0
ITS issues at OTR and over the weekend,0,0,0,1,0,0,1,1,1,1,1
CNN Alerts: My Custom Alert,0,1,1,0,0,0,0,0,1,1,1
[UAI] [Mlnet] MRDM @ KDD: deadline extension,0,0,1,1,1,1,0,0,0,1,1
Re: [Python-3000] python-safethread project status,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,1,1,0,0,1,0,0,0,1,1,1
InfoNewOfferWorldwide,0,0,0,0,0,0,0,0,1,1,0
Britney spears,0,0,0,0,0,0,0,0,1,1,0
[Bug 5677] [review] New TLD list,0,1,0,1,1,0,0,1,1,1,1
CNN Alerts: My Custom Alert,0,0,0,1,0,0,0,0,1,1,1
Guaranteed,0,1,1,0,0,1,1,1,1,1,1
Experience new heights of pleasure,0,0,0,0,0,0,0,0,1,1,0
Healthy relationship? Easily.,0,0,0,0,0,0,0,0,1,1,0
David Lee King,0,0,0,0,0,0,0,0,1,1,0
change the button action in triptracker,0,1,0,1,0,0,1,0,1,1,1
More meat is what you need,0,0,0,0,0,0,0,0,1,1,0
For: 848a5d45da330c3af3797899ab54e4e3 Obama Is Anorexic Over-Exerciser,0,0,0,0,0,0,0,0,1,1,0
re: ???? ??? ,0,0,0,0,0,0,0,0,1,1,0
Girls this hot are sweet,0,0,1,1,0,0,0,1,1,1,1
Your honesty will be appreciated and ED cured.,1,0,0,1,1,0,1,0,1,1,1
CNN.com Daily Top 10,1,1,1,0,0,0,0,1,1,1,1
third world debt,1,0,0,1,0,1,0,0,1,1,1
Reminder - An invitation from the Vice-Chancellor,0,0,0,1,1,1,0,0,1,1,1
[opensuse] Re: [opensuse-kde] KDE:KDE4 deleted,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,1,0,0,0,0,1,0,1
Re: Wiki Bugs(?),0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,1,0,0,0,0,0,0,0,1,1,0
"Re: [Python-Dev] [Python-3000] Invitation to try out open source	code review tool",0,0,0,0,0,0,0,0,1,1,0
Re: Question about changing the road of authentified user,1,1,1,0,0,0,1,1,1,1,1
Purchase medications with CanadianPharmacy and enjoy our low prices.,1,1,1,1,0,1,0,0,1,1,1
Buy  your medications at the best possible prices. - Please verify,1,0,1,0,1,1,0,0,1,1,1
Re: kurila 1.3 released,0,0,0,0,0,0,1,0,1,1,1
we cure people,0,0,0,0,0,0,0,0,1,1,0
vaccinate denny antelope primitivism riggs,0,0,1,1,0,0,0,1,1,1,1
Purchase cheap Vacheron Constantin replica watch here   ,0,0,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,1,1,1,0,1,1,1
[Pownce] New file from Leo Laporte! - Please verify,0,0,1,1,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
"TuxOnIce-users Digest, Vol 36, Issue 12",0,0,1,0,0,1,0,0,1,1,1
Karma sutra techniques for G-spots,0,1,0,1,0,1,0,0,1,1,1
Re: [FoRK] Re: Message to Apple: resistance is futile!,0,1,0,0,0,0,0,0,1,1,1
Leave no weak spots in your life,0,0,0,0,0,0,0,0,1,1,0
Emerging Technologies Wednesday Update (02/13/2008),0,0,1,0,0,0,1,0,0,1,1
With Vacheron Constantin replica watch time becomes ...   ,0,0,0,1,0,0,1,0,1,1,1
Re: [python-win32] Creating python com objects,1,1,0,1,0,0,1,0,0,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
From Neil Bain,0,0,0,0,0,0,0,0,1,1,1
Parrot 0.4.17 Released,0,0,0,0,0,0,0,0,1,1,0
fashionable replica watches,1,0,0,0,0,0,0,0,1,1,1
Revolutionary mens health aid has arrived,0,0,0,0,0,0,0,0,1,1,0
50 ways to meet your lover_markizamkd25 - Please verify,0,0,0,0,0,0,0,0,1,1,0
Success men's packs,0,1,1,0,1,0,0,1,1,1,1
Re: [Python-3000] Displaying strings containing unicode escapes,0,0,0,0,0,0,0,0,1,1,0
[UAI] PhD Studentship in AI Techniques for Flood Prediction at University of Bristol - Please verify,0,0,0,0,0,0,1,0,1,1,1
Coming fast and furious,0,1,1,1,0,0,0,0,1,1,1
Brand name meds at dirt cheap price.,0,0,0,1,0,0,0,1,1,1,1
from Carolina Ramey,0,0,0,1,0,0,0,1,1,0,1
"Re: [Python-3000] [Python-Dev] Reminder: last alphas next Wednesday	07-May-2008",0,0,0,1,0,0,0,0,0,1,1
Re: Initial Working in Artwork for Lenny,0,1,1,0,0,0,0,0,1,1,1
No Pumps! No Surgery! No Exercises! ,0,0,0,0,1,1,0,0,0,1,1
"Re: [Python-Dev] PEP 370 (was Re: Reminder: last alphas next	Wednesday 07-May-2008)",0,1,0,0,0,0,0,0,1,1,1
in processing....,0,1,0,1,0,0,0,0,1,1,1
Compare Top 5 Penis Enlargers,1,1,0,0,0,1,1,1,1,1,1
Reliable software only!,0,0,0,0,0,0,0,0,1,1,0
123,0,0,0,0,0,0,0,0,1,1,0
"Israel Today - August 6, 2008",0,0,1,0,0,0,0,0,1,1,0
Low Prices On Enlargement.,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,1,1,0,1,0,0,0,0,1,1,1
jesse bergen christ scarves gigabit,0,0,0,1,0,0,0,0,1,1,0
Returns Status (Monday 3rd March),0,0,0,0,0,0,1,1,1,1,1
Immense dimension of your monster,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Mounting an vmware virtual disk in Linux. - Important,0,0,1,0,0,0,0,0,1,1,1
RE: Schedule,0,0,0,1,0,1,1,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
How To Enlarge Penis Size - Please verify,1,0,0,0,1,0,0,0,1,1,1
She will sure like how those pilules enhanced you.,0,0,0,0,0,1,0,0,1,1,1
You do not want to buy unknown them at strange stores,0,0,0,0,0,0,0,0,1,1,0
[ spambayes-Patches-1707808 ] imap-tte,0,1,0,0,0,1,0,0,1,1,1
Penis Enlargment Reviews,0,1,0,0,0,0,1,0,1,1,1
Most reliable replica from Patek Philippe ...   ,1,1,1,0,0,1,0,1,1,1,1
[Python-Dev] Improved thread switching,0,0,0,0,1,0,1,0,1,1,1
Re: [opensuse]  [OT] How much power does a PC really consume?,0,0,0,0,0,0,0,0,1,1,0
[UAI] International Conference on Machine Learning (ICML) 2007 Call for Papers,0,1,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
Posh items for your style,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Have a separate resolv.conf per interface,0,0,0,0,0,1,0,1,1,1,1
[Python-3000] end scope of iteration variables after loop,1,0,0,0,1,1,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,1
Re: [ILUG] iSCSI & Shared Storage Question,0,1,0,1,0,0,0,0,1,1,1
rolex watches,1,0,0,0,1,0,0,1,1,1,1
Click here to purchase high-quality replica watch ,0,0,0,0,0,0,0,0,1,1,0
The top rated penis enlarger Proven Results. 100% Guaranteed.,0,0,0,1,0,0,0,0,1,1,0
Relax. Take a Deep Breath We have the answers you seek.,0,0,0,0,0,0,0,0,1,1,0
From Jan Moss,0,0,1,1,1,1,0,0,1,1,1
Re: Another regexp failure with utf8-flagged string and byte-flagged pattern (reminder),0,0,0,0,0,0,0,0,1,1,0
[UAI] Post-doc in constraint-based scheduling - Action needed,0,0,1,0,0,0,0,1,1,1,1
CanadianPharmacy makes possible to  get quality meds and save at the same time.,1,0,0,1,1,0,0,0,1,1,1
Interesting Medical Offers,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] "Software Manager - offline mode" new yast module needed,0,0,0,0,0,0,0,0,1,1,0
Sluttily attractive girls,0,0,0,0,0,0,0,0,1,1,0
Bitpipe KnowledgeAlert,0,0,0,1,1,1,0,1,1,1,1
Barely 16 and for your pleasure,1,0,0,0,1,0,0,1,1,1,1
?w???u?? MHDD v4.6 (?w?????_) + ????-f1,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] RELEASED Python 2.6a2 and 3.0a4 - Urgent,1,0,0,0,1,0,0,1,1,0,1
[UAI] CFP ECSQARU 2007 New deadline 28 April 2007,0,0,1,0,0,0,0,0,1,1,0
Re: [opensuse] openSUSE 11.0 and the Non-ready KDE4,0,0,0,0,0,0,0,0,1,1,0
Re:,1,0,0,1,1,0,0,0,1,1,1
[UAI] CFP: 19th IEEE INTERNATIONAL CONFERENCE on TOOLS with ARTIFICIAL INTELLIGENCE - deadline extended,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Nvidia compiz "freeze",0,0,1,0,0,0,0,0,1,1,0
Re: Fwd: Re[2]: [ILUG] New ILUG commitee,0,0,0,0,1,0,0,0,1,1,1
[Bug 5800] RFE: rule DATE_CONTAINS_TAB (rule included),0,0,1,0,0,1,1,0,1,0,1
Inexpensive elegant gifts,0,0,0,0,0,0,0,0,1,1,0
Looking for really effective non-surgery penis enlargement method? lpf kdjtta bgvas,0,0,0,0,0,0,0,0,1,1,0
Finest boycie proposition,1,0,1,0,0,0,0,1,1,1,1
[ILUG] USB wireless adaptor freezes Ubuntu server,0,1,1,1,1,1,0,1,1,1,1
"certificate based authentication, certificate not identified",0,0,0,0,0,0,0,0,1,1,0
Don't be left behind - enlarge yourself now! lnvo d tapbxs,0,0,0,0,1,0,0,0,1,1,0
You have one or more alerts.,1,0,0,0,0,0,0,0,1,1,0
Re: [python-win32] Drag and Drop issues - Important,0,0,0,0,0,0,0,0,0,1,0
Peole and health. New magasine,0,0,0,0,0,0,0,0,1,1,0
Re: Emails passing through SA with valueless headers,0,0,0,0,0,0,0,0,1,1,1
"Re: Hey Andrej, Rich, say something for your fans",0,0,0,0,0,0,0,0,1,1,0
[Slashdot] Stories for 2008-04-17 - Action needed,0,1,0,1,0,0,0,1,1,1,1
Immense dimension of your monster,0,0,0,1,0,0,0,0,1,1,1
123,0,0,0,0,0,0,0,0,1,1,1
Want to get rid of anxiet!,0,0,0,0,0,0,0,0,1,1,0
[UAI] CFP - Journal of Biomedical Informatics Special Issue on Computerized Decision Support for Critical and Emergency Care,0,0,0,1,1,0,0,0,1,1,1
Re: [opensuse] Is it possible to force postfix to retry a failed sent mail,0,0,0,0,0,0,0,1,1,1,1
Luxurious costume replica watches at lowest prices ,0,0,0,0,0,0,0,0,0,1,0
Re: replying to text/plain base64,0,0,1,0,0,0,0,0,1,1,1
Re: [opensuse] OpenSuse 11,0,0,0,0,0,0,0,0,1,1,0
Spring Big Sale...FANTASTIC Replica watches...Save 15% ...   ,0,1,0,1,1,0,1,0,1,1,1
Re: [Python-3000] PEP 3108 - stdlib reorg/cleanup,0,0,0,0,0,1,0,0,1,1,1
message: Hi ! this Olga - Action needed,0,0,1,0,0,1,0,0,1,0,1
Order Rolex Replica //atches 0nline!   ,0,0,0,0,0,0,0,0,1,1,1
[Bug 5680] [review] ALL_TRUSTED fires even if X-Originating-IP is used - Action needed,0,0,0,0,0,0,0,0,1,1,1
Re: [opensuse] Opensuse Updater endless Loop - Bad Cups Update?,0,0,0,0,0,0,1,1,1,1,1
Good Health for Less Money,0,0,1,0,0,0,0,0,1,1,0
Get the best gift for your friend's wrist - Important,0,0,0,1,1,1,0,1,1,1,1
CNN.com Daily Top 10,0,1,0,0,1,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
"TuxOnIce-users Digest, Vol 37, Issue 6",0,0,0,1,0,0,0,0,1,1,1
"[UAI] CFP: Workshop on belief revision, belief merging and social choice - Please verify",1,0,0,1,0,1,0,0,1,1,1
[soaplite] Digest Number 1748 - Please verify,0,1,0,1,1,0,0,0,1,1,1
Coming fast and furious,0,0,0,0,0,0,1,0,1,1,1
Some months and women are admired by you gfeg f fqjk,1,0,0,0,0,0,0,0,1,1,1
Re: [python-win32] A shameless COM question,0,0,0,0,0,0,0,0,1,1,1
Stepping up your records management strategy ,1,0,0,0,0,1,1,0,1,0,1
I bet you've never seen anything like this! - Action needed,0,0,0,0,0,0,0,0,1,1,1
porno Shocking for c202f8eb239faf8d4b0a5c6a41cde453 ,0,0,0,0,0,0,0,0,1,1,0
123,0,0,0,0,0,0,0,0,1,1,0
"Re: [opensuse] The IcedTea java in Factory - a native 64bit     	javaplugin",0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,1,0,1,1,0
